film_title,scene_index,heading,characters,dialogue_lines,dialogue_words,dialogue_q_rate,dialogue_excl_rate
Constantine_Unknown,102,EXT. RAVENSCAR - NIGHT,John|Midnite,1,5,0.0,0.0
Constantine_Unknown,103,INT. RAVENSCAR - PHYSICAL THERAPY ROOM,Barry|Angela,0,0,0.0,0.0
Constantine_Unknown,104,INT. RAVENSCAR - ABANDONED WING,JOHN|MIDNITE|ELLIE,10,164,0.1,0.1
Constantine_Unknown,105,INT. PHYSICAL THERAPY ROOM,ANGELA|BARRY,0,0,0.0,0.0
Constantine_Unknown,106,INT. CORRIDOR,JOHN|MIDNITE,0,0,0.0,0.0
Constantine_Unknown,107,INT. PHYSICAL THERAPY ROOM HELL,ANGELA|MAMMON,1,6,0.0,1.0
Constantine_Unknown,108,INT. NORMAL PHYSICAL THERAPY ROOM - REAL TIME,John|Midnite|Barry|Angela,8,66,0.0,0.375
Constantine_Unknown,112,EXT. THAT GORGEOUS SKY,Young Angela|Isabel|SATAN,1,5,0.0,0.0
Constantine_Unknown,113,INT. CORRIDOR,John|SATAN,6,66,0.0,0.5
Constantine_Unknown,114,INT. CORRIDOR,John|GABRIEL,8,92,0.125,0.375
Constantine_Unknown,115,INT. JOHN'S APARTMENT - THE ORRERY,John|ANGELA,0,0,0.0,0.0
Constantine_Unknown,116,EXT. AFRICA - DAY,John,1,16,0.0,0.0
Copycat_Unknown,0,INT. LECTURE HALL BERKELEY - DAY,DR. HELEN HUDSON,12,263,0.0,0.0
Copycat_Unknown,1,CUT TO: LATER,FIRST COP|HELEN,0,0,0.0,0.0
Copycat_Unknown,2,INT. LADIES' ROOM - DAY,THE COP|HELEN,0,0,0.0,0.0
Copycat_Unknown,3,INT. LADIES ROOM - CONTINUED,THE RED-HEADED MAN|COP|HELEN,2,22,0.0,0.0
Copycat_Unknown,4,INT. LADIES ROOM - CONTINUOUS,COP|HELEN|RED-HEADED MAN,0,0,0.0,0.0
Copycat_Unknown,5,INT. HELEN'S APT - SAN FRANCISCO - NIGHT,HELEN,1,2,0.0,0.0
Copycat_Unknown,6,INT. STUDY - CONTINUOUS,HELEN,2,36,0.0,0.0
Copycat_Unknown,7,CUT TO: HALL,HELEN,3,45,0.0,0.0
Copycat_Unknown,8,INT. RIFLE RANGE - DAY,M.J.|Ruben Goetz,10,134,0.1,0.1
Copycat_Unknown,9,EXT. CRIME SCENE - DAY,M.J.|Ruben|Susan Schiffer|Quinn,8,102,0.25,0.125
Copycat_Unknown,10,INT. APARTMENT HOUSE - HALL - DAY,M.J.|Ruben|Mike,6,78,0.33,0.0
Copycat_Unknown,11,INT. BATHROOM - DAY,M.J.|Doc,6,90,0.0,0.0
Copycat_Unknown,12,INT. HALLWAY - DAY,Ruben|M.J.|Mike,6,56,0.33,0.17
Copycat_Unknown,13,EXT. CRIME SCENE - DAY,M.J.|Ruben|Photographer,3,36,0.0,0.0
Copycat_Unknown,14,INT. HELEN'S OUTSIDE HALLWAY - DAY,Helen,1,25,0.0,0.0
Copycat_Unknown,15,INT. QUINN'S OFFICE - DAY,Quinn|M.J.|Susan,10,104,0.2,0.1
Copycat_Unknown,16,INT. SQUAD ROOM - DAY,NIKKO|CONFESSOR|M.J.|RUBEN|PACHULSKI,15,155,0.267,0.133
Copycat_Unknown,17,INT. HELEN'S OFFICE - DAY,HELEN|M.J.|PACHULSKI,10,120,0.3,0.1
Copycat_Unknown,18,INT. HELEN'S LIVING ROOM - DAY,HELEN|ANDY,8,100,0.125,0.0
Copycat_Unknown,19,EXT. FRONT DOOR OF HELEN'S BUILDING - DAY,ANDY|RUBEN|HELEN|M.J.,8,90,0.25,0.125
Copycat_Unknown,20,INT. HELEN'S LIVING ROOM - DAY,ANDY|RUBEN|M.J.|HELEN,20,211,0.15,0.1
Copycat_Unknown,21,EXT. HELEN'S APARTMENT HOUSE - DAY,M.J.|RUBEN|ANDY|HELEN,8,66,0.0,0.0
Copycat_Unknown,24,INT. POLICE LIBRARY - DAY,ATTORNEY|HELEN|M.J.|Ruben,12,204,0.25,0.083
Copycat_Unknown,25,EXT. OUTSIDE DOOR TO LIBRARY - DAY,QUINN|M.J.,6,85,0.333,0.0
Copycat_Unknown,26,INT. HELEN'S LIVING ROOM - DAY,HELEN|ANDY,10,145,0.1,0.1
Copycat_Unknown,27,INT. POLICE LIBRARY - NIGHT,M.J.|NIKKO|RUBEN,12,174,0.167,0.083
Copycat_Unknown,28,EXT. SAN FRANCISCO RESIDENTIAL AREA - LATE DAY,Young Red-Headed Woman|Man,0,0,0.0,0.0
Copycat_Unknown,29,INT. HELEN'S LIVING ROOM - LATE DAY,Helen|M.J.|Ruben,12,232,0.25,0.083
Copycat_Unknown,30,INT. QUINN'S OFFICE - NIGHT,Quinn|M.J.|Ruben,8,164,0.125,0.0
Copycat_Unknown,31,INT. HELEN'S APARTMENT - NIGHT,Helen,0,0,0.0,0.0
Copycat_Unknown,32,INT. LOFT - NIGHT,ANDY|HELEN,0,0,0.0,0.0
Copycat_Unknown,33,INT. HELEN'S OFFICE - DAY,HELEN|M.J.|RUBEN,12,182,0.25,0.083
Copycat_Unknown,34,INT. POLICE HQ CORRIDOR - DAY,M.J.|RUBEN|QUINN,8,134,0.125,0.125
Copycat_Unknown,35,EXT. MARINA HOUSE - LATE DAY,M.J.|SUSAN SCHIFFER,1,45,0.0,0.0
Copycat_Unknown,36,INT. MARINA HOUSE - DAY,M.J.|Ruben|Quinn|Husband,6,66,0.1667,0.1667
Copycat_Unknown,37,EXT. FESTIVAL OF LOVE IN GOLDEN STATE PARK - NIGHT,YOUNG GIRL,0,0,0.0,0.0
Copycat_Unknown,38,INT. HELEN'S APARTMENT - NIGHT,M.J.|Ruben|Andy|Helen,10,139,0.1,0.1
Copycat_Unknown,39,EXT. HELEN'S BUILDING - NIGHT,M.J.|Ruben,0,0,0.0,0.0
Copycat_Unknown,40,INT. HELEN'S BEDROOM - CONTINUOUS,RUBEN|HELEN,10,139,0.1,0.0
Copycat_Unknown,41,INT. HELEN'S FRONT DOOR - NIGHT,RUBEN|HELEN,8,112,0.125,0.125
Copycat_Unknown,42,INT. HELEN'S LIVING ROOM - CONTINUOUS,RUBEN|HELEN,6,75,0.166,0.0
Copycat_Unknown,43,INT. BEDROOM (DALY CITY) - NIGHT,WOMAN|PETER,10,130,0.2,0.1
Copycat_Unknown,44,EXT. HILLSIDE - DAWN,Ruben|M.J.|Nikko|Doc,10,155,0.1,0.0
Copycat_Unknown,45,INT. QUINN'S OFFICE - DAY,Quinn|Nikko,10,155,0.1,0.0
Copycat_Unknown,46,INT. TASK FORCE ROOM - DAY,M.J.|Quinn,0,0,0.0,0.0
Copycat_Unknown,48,EXT. STEPS POLICE HQ - DAY,Quinn|M.J.,10,188,0.3,0.1
Copycat_Unknown,49,INT. HELEN'S APARTMENT - DAY,Helen|M.J.|Andy,12,215,0.25,0.17
Copycat_Unknown,50,INT. PETER'S BEDROOM - NIGHT,Peter's Wife|Susan (on TV),3,56,0.0,0.0
Copycat_Unknown,52,INT. PETER'S BEDROOM - NIGHT,PETER|HELEN|M.J.|SUSAN,0,0,0.0,0.0
Copycat_Unknown,53,INT. DEATH ROW CELL - NIGHT,DARYLL LEE|SUSAN,0,0,0.0,0.0
Copycat_Unknown,54,INT. TASK FORCE ROOM - NIGHT,M.J.|HELEN|RUBEN,6,90,0.33,0.17
Copycat_Unknown,55,INT. HELEN'S BEDROOM - NIGHT,HELEN,0,0,0.0,0.0
Copycat_Unknown,56,EXT. HELEN'S STREET - NIGHT,MAN,0,0,0.0,0.0
Copycat_Unknown,57,EXT. RICHMOND DISTRICT - NIGHT,M.J.|RUBEN|HELEN|COP|TECH GUY,12,134,0.25,0.083
Copycat_Unknown,58,EXT. CRIME SCENE - NIGHT,M.J.|HELEN|TONY,4,45,0.5,0.0
Copycat_Unknown,59,EXT. SHELL STATION - NIGHT,RUBEN|M.J.|HELEN,5,56,0.2,0.0
Copycat_Unknown,60,EXT. HELEN'S APARTMENT - NIGHT,Burt|M.J.,3,36,0.0,0.0
Copycat_Unknown,61,INT. HELEN'S BATHROOM - NIGHT,HELEN,0,0,0.0,0.0
Copycat_Unknown,62,INT. LIVING ROOM,HELEN|THE MAN,0,0,0.0,0.0
Copycat_Unknown,63,CUT TO: RUBEN,RUBEN|THE MAN|HELEN,0,0,0.0,0.0
Copycat_Unknown,64,INT. BEDROOM - CONTINUOUS,Ruben|Conrad,8,134,0.125,0.0
Copycat_Unknown,65,INT. HELEN'S BATHROOM - NIGHT,Helen|Ruben,8,134,0.125,0.125
Copycat_Unknown,66,EXT. POLICE STATION - DAY,,0,0,0.0,0.0
Copycat_Unknown,67,INT. POLICE HQ - CONTINUOUS,Saks|Quinn,0,0,0.0,0.0
Copycat_Unknown,68,INT. TASK FORCE ROOM - DAY,M.J.|RUBEN|NIKKO|SAKS|QUINN|Dr. Hudson,20,292,0.1,0.1
Copycat_Unknown,69,INT. HELEN'S LIVING ROOM - DAY,HELEN|M.J.,15,215,0.2,0.13
Copycat_Unknown,70,EXT. UNIVERSITY CAMPUS - DAY,PETER|HELEN (V.O.),5,120,0.0,0.0
Copycat_Unknown,72,FLASHBACK: PETER'S CHILDHOOD HOME - DAY,SMALL BOY|MOTHER|HELEN,2,45,0.0,0.0
Copycat_Unknown,73,INT. HELEN'S APARTMENT - DAY,HELEN,5,45,0.2,0.0
Copycat_Unknown,74,EXT. CITY STREET - DAY,PETER|TWO GIRLS,0,0,0.0,0.0
Copycat_Unknown,75,INT. HELEN'S APARTMENT - DAY,HELEN|M.J.,4,56,0.0,0.0
Copycat_Unknown,76,INT. PRISON - DAY,WARDEN FELIX MENDOZA,5,66,0.0,0.0
Copycat_Unknown,77,INT. TASK FORCE ROOM - DAY,M.J.|GIGI,4,38,0.0,0.0
Copycat_Unknown,78,INT. HELEN'S OFFICE - LATE AFTERNOON,HELEN|ANDY,6,66,0.0,0.1667
Copycat_Unknown,79,CUT TO:,HELEN,2,14,0.0,0.5
Copycat_Unknown,80,INT. HELEN'S APARTMENT - DAY,M.J.|HELEN|FRED,6,108,0.1667,0.0
Copycat_Unknown,81,INT. SAN QUENTIN WARDENS' OFFICE,MITCHELL|M.J.,5,83,0.0,0.0
Copycat_Unknown,82,INT. HELEN'S OFFICE - NIGHT,HELEN|M.J.,4,45,0.25,0.0
Copycat_Unknown,83,INT. PENITENTIARY INTERVIEW ROOM,DARYLL LEE CULLUM|HELEN|M.J.,12,205,0.1667,0.0833
Copycat_Unknown,84,INT. SQUAD ROOM - NIGHT,M.J.|Ruben|Nikko|Quinn|Gigi|Chinese Kid|Illegal Woman,12,164,0.083,0.167
Copycat_Unknown,85,INT. CITY JAIL CELL - DAY,M.J.|Conrad,10,139,0.2,0.1
Copycat_Unknown,86,EXT. WATERFRONT - NIGHT,Peter,0,0,0.0,0.0
Copycat_Unknown,87,INT. SQUAD ROOM - NIGHT,Ruben|Kid|Nikko|M.J.,8,112,0.125,0.125
Copycat_Unknown,88,INT. SQUAD ROOM - NIGHT,M.J.|RUBEN|PARAMEDICS,2,22,0.0,0.045
Copycat_Unknown,89,INT. INTERVIEW ROOM - NIGHT,M.J.|NIKKO|QUINN,8,134,0.125,0.0
Copycat_Unknown,90,INT. GAY NIGHTCLUB - NIGHT,ANDY|HAL|PETER,0,0,0.0,0.0
Copycat_Unknown,91,INT. QUINN'S OFFICE - NIGHT,M.J.|QUINN,6,92,0.0,0.0
Copycat_Unknown,92,INT. HELEN'S BEDROOM,HELEN,1,36,0.0,0.0
Copycat_Unknown,93,INT. HELEN'S APARTMENT - NIGHT,HELEN|M.J.,8,156,0.125,0.125
Copycat_Unknown,94,EXT. BAYSIDE RESTAURANT - DAY,YOUNG MAN|YOUNG WOMAN,2,24,0.0,0.5
Copycat_Unknown,95,CUT TO:,M.J.|QUINN|SAKS|CORONER'S MEN,0,0,0.0,0.0
Copycat_Unknown,96,INT. HELEN'S APARTMENT - DAY,HELEN|M.J.,12,188,0.25,0.083
Copycat_Unknown,97,INT. TASK FORCE - DAY,M.J.|DETECTIVE|DETECTIVE 2|QUINN|SAKS,10,155,0.1,0.1
Copycat_Unknown,98,CUT TO: FERTILITY CLINIC - DAY,PETER FOLEY,0,0,0.0,0.0
Copycat_Unknown,99,INT. HELEN'S BEDROOM,HELEN,0,0,0.0,0.0
Copycat_Unknown,100,INT. HELEN'S OFFICE - STILL NIGHT,HELEN|ANDY,8,108,0.125,0.375
Copycat_Unknown,101,INT. SQUAD ROOM - NIGHT,ANDY|SAKS|M.J.|QUINN|FBI,7,92,0.143,0.0
Copycat_Unknown,102,"EXT. OLD FRAME HOUSE, DALY CITY - NIGHT",QUINN|JENSEN|M.J.,0,0,0.0,0.0
Copycat_Unknown,103,INT. PETER'S BASEMENT,PETER,0,0,0.0,0.0
Copycat_Unknown,104,EXT. HOUSE - DAY,SWAT COMM|M.J.|SWAT MEN|DETECTIVES,1,22,0.0,0.0
Copycat_Unknown,105,INT. PETER'S BEDROOM - NIGHT,WIFE|M.J.|SWAT MAN|FIREMEN,0,0,0.0,0.0
Copycat_Unknown,106,INT. BASEMENT - NIGHT,M.J.|FIREMEN,0,0,0.0,0.0
Copycat_Unknown,107,EXT. HOUSE - NIGHT,M.J.|QUINN|FIREMEN,0,0,0.0,0.0
Copycat_Unknown,108,INT. HELEN'S OFFICE - NIGHT,SUSAN|QUINN|SAKS,10,174,0.1,0.0
Copycat_Unknown,109,INT. TASK FORCE ROOM - NIGHT,M.J.|NIKKO|HELEN,12,174,0.083,0.083
Copycat_Unknown,110,INT. M.J'S CAR - NIGHT,M.J.,0,0,0.0,0.0
Copycat_Unknown,111,EXT. NIGHT BERKELEY CAMPUS - NIGHT,M.J.,0,0,0.0,0.0
Copycat_Unknown,112,INT. CHI OMEGA - NIGHT,M.J.|GIRL|PETER|COED,8,66,0.125,0.375
Copycat_Unknown,113,INT. ROOM,M.J.|STUDENT,3,25,0.0,0.0
Copycat_Unknown,114,INT. M.J'S CAR,M.J.|PETER,0,0,0.0,0.0
Copycat_Unknown,115,INT. TASK FORCE ROOM - NIGHT,HELEN|PETER|M.J.,8,103,0.375,0.125
Copycat_Unknown,116,EXT. HELEN'S OUTSIDE HALL - NIGHT,HELEN|FRED,4,56,0.0,0.0
Copycat_Unknown,117,EXT. HER BUILDING - NIGHT,HELEN,0,0,0.0,0.0
Copycat_Unknown,118,EXT. MULUSKEY AUDITORIUM - NIGHT,HELEN|SAKS,6,83,0.0,0.0
Copycat_Unknown,119,INT. AUDITORIUM - NIGHT,HELEN|PETER|DARYLL LEE,0,0,0.0,0.0
Copycat_Unknown,120,INT. LADIES' ROOM,HELEN|M.J.|PETER,4,36,0.25,0.25
Copycat_Unknown,121,INT. AUDITORIUM STAGE - NIGHT,PETER|HELEN,8,134,0.25,0.125
Copycat_Unknown,122,INT. AUDITORIUM - LATER,M.J.|PARAMEDIC|HELEN|QUINN,6,66,0.0,0.1667
Copycat_Unknown,123,INT. AUDITORIUM - NIGHT,M.J.|HELEN,0,0,0.0,0.0
Copycat_Unknown,124,EXT. MCCLUSKEY AUDITORIUM - NIGHT,M.J.|HELEN|SUSAN,6,66,0.333,0.0
Cube_Unknown,0,INT. STRANGE-LOOKING ROOM - DAY,Man,0,0,0.0,0.0
Cube_Unknown,4,INT. RED ROOM - DAY,Leaven|Worth|Kazan|Quentin,10,66,0.1,0.2
Dawn-of-the-Dead_Unknown,0,INT. TELEVISION STUDIO - DAY,Francine|Tony,2,16,0.5,0.5
Day-of-the-Dead_Unknown,0,EXT. THE EMPTY STREET OF A CITY - DAY,,0,0,0.0,0.0
Day-of-the-Dead_Unknown,4,EXT. A SMALL PRIVATE DOCK - DAY,CHICO|MARIA|TONY|FIGURE|MAN|MIGUEL|SARAH,3,12,0.0,0.333
Day-of-the-Dead_Unknown,8,EXT. THE PRIVATE DOCK - SUNSET,TONY|MARIA|MIGUEL|CHICO|SARAH,10,118,0.1,0.3
Day-of-the-Dead_Unknown,12,INT. THE CAVE ENTRANCE - EVENING,SARAH|JOHN|BILL McDERMOTT,4,36,0.0,0.0
Day-of-the-Dead_Unknown,16,INT. THE GYMNASIUM - NIGHT,THE FAT GENERAL|MARY HENRIED|GASPARILLA,3,36,0.0,0.0
Day-of-the-Dead_Unknown,20,INT. HOSPITAL OPERATING ROOM - NIGHT,LUKEY|JOHN|SARAH|TOBY|SALLY|BILL McDERMOTT,20,263,0.1,0.1
Day-of-the-Dead_Unknown,24,EXT. ANOTHER ISLAND - MORNING,JOHN|SARAH|MARY|NURSE|LUKEY|OTHERS,5,66,0.0,0.0
Deep-Rising_Unknown,0,EXT. STORMY SEA - NIGHT,,0,0,0.0,0.0
Deep-Rising_Unknown,1,INT. SHINKAI 9000 - NIGHT,JAPANESE CAPTAIN|JAPANESE CREW|JAPANESE SCIENCE OFFICERS,5,20,0.2,0.0
Deep-Rising_Unknown,2,INT. SHINKAI 9000 - NIGHT,,0,0,0.0,0.0
Deep-Rising_Unknown,3,INT. DEEP SEA - NIGHT,,0,0,0.0,0.0
Deep-Rising_Unknown,4,INT. SHINKAI 9000 - NIGHT,The Captain|Science Officers|Crew,0,0,0.0,0.0
Deep-Rising_Unknown,5,INT. PALAWAN TROUGH - NIGHT,,0,0,0.0,0.0
Deep-Rising_Unknown,6,INT. SHINKAI 9000 - NIGHT,The Captain|Science Officers|Crew,0,0,0.0,0.0
Deep-Rising_Unknown,7,INT. PILOT HOUSE - SUNSET,JOHN T. FINNEGAN|LEILA,5,66,0.2,0.0
Deep-Rising_Unknown,8,INT. ENGINE ROOM - NIGHT,JOEY PANTUCCI|FINNEGAN,5,36,0.2,0.0
Deep-Rising_Unknown,9,INT. ENGINE ROOM,JOEY PANTUCCI|HANOVER|MASON|MULLIGAN|MAMOOLI|CHIN|BILLY,1,8,1.0,0.0
Deep-Rising_Unknown,10,INT. ENGINE ROOM,JOEY PANTUCCI|HANOVER|MASON,2,30,0.0,0.0
Deep-Rising_Unknown,11,INT. PILOT HOUSE - SUNSET,FINNEGAN|HANOVER|MASON,8,90,0.25,0.0
Deep-Rising_Unknown,12,CUT TO: 27 CRYSTAL POOL DECK - NIGHT,TRILLIAN|OLD WOMAN,6,104,0.1667,0.0
Deep-Rising_Unknown,13,CUT TO: 28 FUJI MARU BRIDGE - NIGHT,CANTON|CAPTAIN|PANTUCCI,5,66,0.2,0.0
Deep-Rising_Unknown,14,CUT TO: 30 PILOT HOUSE - NIGHT,LEILA|FINNEGAN|PANTUCCI,4,36,0.0,0.0
Deep-Rising_Unknown,16,INT. HOLD - NIGHT,MULLIGAN|VIVO|MAMOOLI|HANOVER|BILLY|PANTUCCI|CHIN|MASON|FINNEGAN,12,164,0.083,0.083
Deep-Rising_Unknown,17,INT. COMPUTER/CONTROL MONITOR ROOM - NIGHT,THE MAN,0,0,0.0,0.0
Deep-Rising_Unknown,18,EXT. THE FUJI MARU - NIGHT,,0,0,0.0,0.0
Deep-Rising_Unknown,19,INT. VAULT ROOM - NIGHT,TRILLIAN,0,0,0.0,0.0
Deep-Rising_Unknown,20,INT. VAULT - NIGHT,Trillian|Canton|Captain,6,56,0.1667,0.1667
Deep-Rising_Unknown,21,INT. VEGETABLE LOCKER - NIGHT,Trillian,0,0,0.0,0.0
Deep-Rising_Unknown,22,INT. SAIPAN PILOT HOUSE - NIGHT,Finnegan|Pantucci|Leila,6,83,0.1667,0.0
Deep-Rising_Unknown,23,INT. HOLD - NIGHT,Hanover,0,0,0.0,0.0
Deep-Rising_Unknown,24,INT. PILOT HOUSE - NIGHT,FINNEGAN|PANTUCCI,8,134,0.25,0.125
Deep-Rising_Unknown,25,INT. FUJI MARU - NIGHT,,0,0,0.0,0.0
Deep-Rising_Unknown,26,INT. THE BRIDGE - NIGHT,CAPTAIN|MATE|COM. OFFICER|FIRST MATE|CANTON,8,114,0.125,0.125
Deep-Rising_Unknown,27,INT. VEGETABLE STORAGE - NIGHT,TRILLIAN,0,0,0.0,0.0
Deep-Rising_Unknown,28,INT. STATEROOM BATHROOM - NIGHT,Elegant Woman,0,0,0.0,0.0
Deep-Rising_Unknown,29,EXT. POOL DECK - NIGHT,Drunken Revelers,0,0,0.0,0.0
Deep-Rising_Unknown,30,EXT. POOL DECK - NIGHT,Canton|Captain|Crowd,5,66,0.0,0.2
Deep-Rising_Unknown,31,INT. PILOT HOUSE - NIGHT,Finnegan|Billy|Mulligan|Vivo|Leila,1,10,0.0,0.0
Deep-Rising_Unknown,32,ENGINE ROOM - NIGHT,Pantucci,2,22,0.0,0.5
Deep-Rising_Unknown,33,HOLD - NIGHT,Finnegan|Pantucci|Hanover|Mason,10,104,0.1,0.2
Deep-Rising_Unknown,34,SAIPAN - NIGHT,Hanover|Finnegan,2,24,0.0,0.0
Deep-Rising_Unknown,35,DECK - NIGHT,Finnegan|Pantucci|Leila|Hanover|Mason|Vivo,8,102,0.0,0.0
Deep-Rising_Unknown,36,CUT TO: FUJI MARU DECK - NIGHT,HANOVER,3,36,0.0,0.0
Deep-Rising_Unknown,37,CUT TO: SAIPAN ENGINE ROOM - NIGHT,LEILA|BILLY,4,36,0.0,0.25
Deep-Rising_Unknown,38,CUT TO: FUJI MARU DECK PASSAGEWAY - NIGHT,MULLIGAN|FINNEGAN|PANTUCCI|VIVO,6,56,0.17,0.0
Deep-Rising_Unknown,39,CUT TO: CRYSTAL POOL DECK - NIGHT,HANOVER|MASON|CHIN,3,24,0.0,0.0
Deep-Rising_Unknown,40,CUT TO: GRAND ATRIUM LOBBY - NIGHT,Mulligan|Vivo|Pantucci|Finnegan,0,0,0.0,0.0
Deep-Rising_Unknown,41,CUT TO: FUJI MARU BRIDGE - DAWN,Mason|Chin|Hanover,1,7,1.0,0.0
Deep-Rising_Unknown,42,CUT TO: THE FRISCO BAR AND CASINO - DAWN,Mulligan|Finnegan|Pantucci|Vivo,0,0,0.0,0.0
Deep-Rising_Unknown,43,CUT TO: FUJI MARU - DAY,,0,0,0.0,0.0
Deep-Rising_Unknown,44,INT. FRISCO BAR AND CASINO - NIGHT,FINNEGAN|MULLIGAN|VIVO|HANOVER,6,56,0.0,0.5
Deep-Rising_Unknown,45,INT. FUGI MARU STORAGE ROOM - DAY,TRILLIAN,3,22,0.67,0.0
Deep-Rising_Unknown,46,INT. ENGINE CHAMBERS - DAY,MULLIGAN|VIVO|FINNEGAN|PANTUCCI,8,92,0.25,0.12
Deep-Rising_Unknown,47,INT. THE SAIPAN'S HOLD - DAY,LEILA,1,1,0.0,1.0
Deep-Rising_Unknown,48,CUT TO: SAIPAN DECK - NIGHT,BILLY,4,36,0.25,0.0
Deep-Rising_Unknown,49,CUT TO: ENGINE ROOM - NIGHT,LEILA,1,5,0.0,1.0
Deep-Rising_Unknown,50,CUT TO: FUJI MARU MACHINE SHOP - NIGHT,MULLIGAN|FINNEGAN|VIVO|PANTUCCI,8,83,0.25,0.0
Deep-Rising_Unknown,51,CUT TO: VAULT ROOM - NIGHT,TRILLIAN|HANOVER|MASON|MAMOOLI|CHIN,8,83,0.25,0.25
Deep-Rising_Unknown,52,INT. MACHINE SHOP - NIGHT,MULLIGAN|FINNEGAN|PANTUCCI,12,134,0.083,0.167
Deep-Rising_Unknown,53,INT. VAULT - NIGHT,HANOVER|CANTON|CHIN|TRILLIAN,7,75,0.143,0.143
Deep-Rising_Unknown,54,INT. ENGINE ROOM - NIGHT,FINNEGAN|PANTUCCI,6,56,0.167,0.0
Deep-Rising_Unknown,56,INT. PASSAGEWAY - NIGHT,TRILLIAN|PANTUCCI|FINNEGAN,10,90,0.1,0.3
Deep-Rising_Unknown,57,INT. SUBLEVEL LOBBY - DAY,FINNEGAN|HANOVER|CANTON|CAPTAIN|PANTUCCI|TRILLIAN,8,70,0.25,0.25
Deep-Rising_Unknown,60,INT. SAIPAN ENGINE ROOM - DAY,BILLY,3,24,0.0,0.0
Deep-Rising_Unknown,61,INT. MACHINE SHOP - MOMENTS LATER,TRILLIAN|PANTUCCI|HANOVER|MAMOOLI|CHIN|CAPTAIN|CANTON|FINNEGAN,12,155,0.083,0.083
Deep-Rising_Unknown,62,INT. ENGINE CHAMBERS - NIGHT,HANOVER|PANTUCCI|CHIN|MAMOOLI,0,0,0.0,0.0
Deep-Rising_Unknown,64,INT. MAZE - NIGHT,Finnegan|Trillian,15,134,0.1333,0.1333
Deep-Rising_Unknown,65,INT. ENGINE ROOM - NIGHT,Finnegan|Trillian,10,82,0.2,0.1
Deep-Rising_Unknown,68,CUT TO: 92 ENGINE ROOM - NIGHT,CAPTAIN|CANTON|FINNEGAN|TRILLIAN|HANOVER|CHIN|MAMOOLI|PANTUCCI,8,66,0.375,0.375
Deep-Rising_Unknown,69,CUT TO: 93 BALLAST PASSAGEWAY - DAY,FINNEGAN|CANTON|HANOVER|TRILLIAN,5,56,0.2,0.0
Deep-Rising_Unknown,70,CUT TO: 94 BALLAST SECTION - DAY,FINNEGAN|CANTON|PANTUCCI|MAMOOLI|CHIN,5,54,0.2,0.0
Deep-Rising_Unknown,71,CUT TO: 95 UNDERWATER - NIGHT,FINNEGAN|PANTUCCI,1,6,0.0,0.0
Deep-Rising_Unknown,72,INT. BALLAST - NIGHT,Trillian|Hanover|Canton|Chin|Mamooli,8,56,0.125,0.375
Deep-Rising_Unknown,73,INT. BALLAST ROOM - NIGHT,Trillian|Hanover|Chin|Mamooli,3,25,0.0,0.0
Deep-Rising_Unknown,74,INT. UNDERWATER - NIGHT,Trillian|Chin,0,0,0.0,0.0
Deep-Rising_Unknown,75,INT. KITCHEN - NIGHT,Trillian|Finnegan|Canton|Hanover|Mamooli|Pantucci,12,85,0.083,0.25
Deep-Rising_Unknown,76,PASSAGEWAY - NIGHT,Mamooli,1,1,0.0,1.0
Deep-Rising_Unknown,77,MECHANICAL CHAMBER - NIGHT,Finnegan|Trillian|Hanover|Pantucci|Canton,7,38,0.2857,0.1429
Deep-Rising_Unknown,78,MID-HULL - NIGHT,Finnegan|Trillian|Hanover|Canton,5,28,0.2,0.0
Deep-Rising_Unknown,79,MID HULL - NIGHT,Finnegan|Trillian|Pantucci|Hanover,3,8,0.0,0.3333
Deep-Rising_Unknown,80,INT. FUJI MARU - NIGHT,Finnegan|Trillian,2,24,0.5,0.5
Deep-Rising_Unknown,81,INT. SUBMERGING ROOM - NIGHT,Trillian|Finnegan,3,56,0.33,0.33
Deep-Rising_Unknown,82,INT. PASSAGEWAY - NIGHT,Pantucci|Hanover,2,16,0.5,0.5
Deep-Rising_Unknown,83,INT. FUJI MARY - NIGHT,Canton,2,20,0.0,0.5
Deep-Rising_Unknown,84,INT. SUBMERGED ROOM - NIGHT,Finnegan|Trillian,2,36,0.0,0.0
Deep-Rising_Unknown,85,INT. PASSAGEWAY - NIGHT,Hanover|Pantucci,5,56,0.2,0.2
Deep-Rising_Unknown,86,INT. FUJI MARU REAR DECK - DAY,Canton,1,12,0.0,0.0
Deep-Rising_Unknown,87,INT. CRYSTAL POOL DECK - NIGHT,Finnegan|Trillian,4,56,0.25,0.25
Deep-Rising_Unknown,88,INT. CASINO - NIGHT,Pantucci|Hanover,5,36,0.0,0.2
Deep-Rising_Unknown,89,INT. REAR DECK - SAME TIME,Finnegan|Trillian|Canton,6,56,0.33,0.17
Deep-Rising_Unknown,90,INT. SPEEDBOAT - NIGHT,Canton,4,36,0.0,0.0
Deep-Rising_Unknown,91,INT. WATERSPORT PLATFORM - NIGHT,Finnegan|Trillian,3,30,0.0,0.0
Deep-Rising_Unknown,92,CUT TO: SPEEDBOAT - NIGHT,CANTON,3,10,0.0,1.0
Deep-Rising_Unknown,93,CUT TO: SAIPAN - NIGHT,FINNEGAN|TRILLIAN|PANTUCCI,8,104,0.125,0.0
