film_title,scene_index,heading,tension_score,fear_emotion,sentiment,scene_summary
American-Psycho_Unknown,52,EXT. MEAT PACKING DISTRICT/INT. LIMOUSINE - NIGHT,0.5,0.3,-0.1,"Bateman attempts to lure Christie into his limousine with money, creating a tense atmosphere as she hesitates."
American-Psycho_Unknown,53,INT. PAUL OWEN'S APARTMENT - NIGHT,0.4,0.2,-0.2,"In Paul Owen's apartment, Elizabeth and Christie engage in awkward conversation while Bateman prepares a drink, heightening the tension."
American-Psycho_Unknown,56,INT. BEDROOM - LATER,0.9,0.8,-0.8,"Christie and Elizabeth are involved in a violent encounter with Bateman, leading to panic and a desperate escape attempt."
American-Psycho_Unknown,57,INT. CRAYONS - EARLY EVENING,0.5,0.3,-0.5,"Bateman breaks up with Evelyn in a tense conversation, revealing his homicidal tendencies."
American-Psycho_Unknown,58,EXT. TRIBECA STREET - EVENING,0.8,0.7,-0.9,"Bateman attempts to harm a stray cat and shoots a woman who intervenes, leading to a police chase."
American-Psycho_Unknown,59,EXT. ALLEY - NIGHT,0.9,0.8,-0.9,"Bateman is tackled by a cop but manages to shoot him, escalating the situation as more police arrive."
American-Psycho_Unknown,60,EXT. STREET - NIGHT,0.8,0.7,-0.5,"Bateman is confronted by police and engages in a violent shootout, leading to chaos and destruction."
American-Psycho_Unknown,61,INT. OFFICE BUILDING - NIGHT,0.9,0.8,-0.6,Bateman kills the night watchman and a janitor in a frantic escape from the office building.
American-Psycho_Unknown,62,INT. BATEMAN'S OFFICE - NIGHT,0.95,0.9,-0.8,"Bateman confesses to his lawyer about the numerous murders he has committed, revealing his disturbed psyche."
American-Psycho_Unknown,63,INT. SMITH AND WOLLENSKY RESTAURANT - DAY,0.4,0.2,0.1,"Bateman and Kimball discuss the disappearance of Paul Owen, with Bateman trying to maintain his composure."
American-Psycho_Unknown,64,INT. PAUL OWEN'S APARTMENT BUILDING - DAY,0.6,0.4,-0.2,"Bateman visits Paul Owen's apartment but finds it empty and is confronted by Mrs. Wolfe, leading to a tense exchange."
American-Psycho_Unknown,65,EXT. DEPARTMENT STORE - DAY,0.5,0.3,-0.1,"Bateman, in a panicked state, encounters a guy who seems unfazed by his derangement, highlighting Bateman's isolation."
American-Psycho_Unknown,66,EXT. MIDTOWN PHONE BOOTH - DAY,0.7,0.5,-0.3,"Bateman, in distress, calls Jean for help, revealing his deteriorating mental state and escalating tension."
American-Psycho_Unknown,68,INT. HARRY'S BAR - EVENING,0.4,0.2,0.1,"Bateman arrives at the bar, visibly anxious and interacts with friends while feeling the pressure of a tense conversation."
American-Psycho_Unknown,69,INT. BATEMAN'S OFFICE - DAY,0.5,0.6,-0.5,"Jean discovers disturbing drawings in Bateman's diary, leading her to feel lost and frightened."
American-Psycho_Unknown,70,INT. HARRY'S BAR - EARLY EVENING,0.3,0.1,-0.2,"Bateman reflects on his confession, revealing a sense of emptiness and lack of catharsis."
American-Werewolf-in-London_Unknown,0,EXT. MOON,0.0,0.0,0.0,"The camera pulls back from the moon as the title appears, setting a mystical tone."
American-Werewolf-in-London_Unknown,1,EXT. CROSSROADS ON THE MOORS - NIGHT,0.0,0.0,0.0,"Two American boys arrive at a sinister crossroads in the moors, warned by the truck driver to stay on the road."
American-Werewolf-in-London_Unknown,2,EXT. ROAD ON THE MOORS - NIGHT,0.0,0.0,0.0,"As they walk through the cold moors, Jack and David engage in a light-hearted conversation about their lives and relationships."
American-Werewolf-in-London_Unknown,3,INT. PUB - NIGHT,0.0,0.0,0.0,"David and Jack enter a pub, seeking warmth and food, but are met with a lack of options from the barmaid."
American-Werewolf-in-London_Unknown,4,INT. LOCATION - TIME,0.0,0.0,0.5,"Jack and David engage in a light-hearted conversation about a pentangle and a joke at a chess game, leading to laughter among the group."
American-Werewolf-in-London_Unknown,8,EXT. MOORS - NIGHT,0.9,0.8,-0.8,"David witnesses Jack being attacked by a beast, leading to a frantic and desperate situation."
American-Werewolf-in-London_Unknown,9,EXT. ROADSIDE ON THE MOORS - NIGHT,0.7,0.6,-0.5,"David, dazed and bloody, encounters villagers with shotguns, leading to a shocking revelation."
American-Werewolf-in-London_Unknown,10,INT. HOSPITAL ROOM - DAY,0.3,0.2,0.1,"David wakes up in a hospital, surrounded by nurses and a doctor, revealing his injuries and confusion."
American-Werewolf-in-London_Unknown,12,INT. HOSPITAL ROOM - DAY,0.7,0.6,-0.5,"David wakes up in a hospital room, confronted with the shocking news of his friend's death, leading to a mix of confusion and anger."
American-Werewolf-in-London_Unknown,13,EXT. DENSE FOREST - DAY,0.5,0.3,0.2,"David runs through a dense forest, embodying an animalistic nature, as he senses the presence of deer, heightening the tension in the scene."
American-Werewolf-in-London_Unknown,16,INT. HOSPITAL ROOM - NIGHT,0.2,0.1,0.2,"David is in a hospital room, waking from a nightmare while Miss Gallagher tends to him. The scene hints at his troubled state of mind."
American-Werewolf-in-London_Unknown,17,EXT. DENSE FOREST - DAY,0.7,0.8,-0.5,"David runs through a forest, hearing Jack's screams, leading to a horrifying discovery of his own corpse in a hospital bed."
American-Werewolf-in-London_Unknown,20,INT. HOSPITAL NURSES' STATION - NIGHT,0.6,0.5,-0.2,"Mrs. Hobbs responds to David's screams, indicating a sense of urgency and fear. David discusses a traumatic experience with Dr. Hirsch, revealing his disbelief and the horror of his memories."
American-Werewolf-in-London_Unknown,21,INT. HOSPITAL ROOM - NIGHT,0.4,0.3,0.1,"David wakes up in the hospital room and interacts with Alex, expressing his fears about recurring nightmares. Their conversation reveals a mix of humor and underlying tension regarding David's mental state."
American-Werewolf-in-London_Unknown,24,INT. HOSPITAL ROOM - MORNING,0.7,0.8,-0.5,"David wakes up in a hospital room, confronted by the gruesome appearance of his dead friend Jack, leading to a mix of horror and disbelief."
American-Werewolf-in-London_Unknown,25,CUT TO:,0.5,0.4,0.2,"David confides in Alex about his fears of becoming a monster, while she tries to comfort him amidst the surreal situation."
American-Werewolf-in-London_Unknown,28,INT. ALEX'S FLAT - DAY,0.0,0.0,0.5,"David and Alex share a tender moment in her flat, exploring their relationship while discussing a strange encounter David had."
American-Werewolf-in-London_Unknown,32,INT. ALEX'S BEDROOM - NIGHT,0.8,0.7,-0.5,"David experiences a terrifying encounter with the undead Jack in the bathroom, leading to a tense conversation about his fate."
American-Werewolf-in-London_Unknown,36,INT. ALEX'S BATHROOM - DUSK,0.2,0.1,0.1,"David enters Alex's bathroom through a window, feeling uneasy and examining himself in the mirror."
American-Werewolf-in-London_Unknown,40,INT. LONDON TUNNEL - NIGHT,0.2,0.3,0.0,"The Passenger walks through a dark tunnel, feeling as if he is being followed."
American-Werewolf-in-London_Unknown,41,INT. LONDON TUNNEL - NIGHT,0.4,0.5,-0.2,"The Passenger hears something and calls out, feeling frightened as he senses a presence behind him."
American-Werewolf-in-London_Unknown,42,INT. LONDON TUNNEL - NIGHT,0.6,0.7,-0.5,"The Passenger panics as he hears the Wolf's breathing and tries to escape, injuring himself in the process."
American-Werewolf-in-London_Unknown,43,EXT. LONDON ZOO - DAY,0.1,0.0,0.5,"David wakes up naked in the zoo, confused and trying to hide from the public."
American-Werewolf-in-London_Unknown,44,INT. ZOO - DAY,0.0,0.0,0.5,A little boy at the zoo is captivated by a gorilla while David tries to get his attention.
American-Werewolf-in-London_Unknown,48,CUT TO: THE BUSHES,0.0,0.0,0.5,"David, hiding in the bushes, tries to lure a little boy with money to come closer, while a newspaper hints at a darker story unfolding in London."
American-Werewolf-in-London_Unknown,52,INT. CINEMA - NIGHT,0.7,0.6,-0.5,"David experiences a violent transformation in a cinema, causing panic among children and leading to screams from inside."
American-Werewolf-in-London_Unknown,53,INT. CINEMA - NIGHT,0.8,0.7,-0.6,"Cops respond to a disturbance at the cinema, discovering a horrific scene with a bloodied wolf attacking victims inside."
Army-of-Darkness_Unknown,0,INT. GRAINY BLACK AND WHITE - CLOSE-UP,0.7,0.6,-0.5,Ash expresses his sanity while describing the existence of a living Evil that lurks in the dark.
Army-of-Darkness_Unknown,1,EXT. A LOG CABIN - NIGHT,0.8,0.7,-0.6,"Ash recalls the Necronomicon, a cursed book he found at the cabin, which contains dark and dangerous knowledge."
Army-of-Darkness_Unknown,4,INT. CABIN - NIGHT,0.8,0.7,-0.5,"Ash battles with the dark forces awakened by the Book of the Dead, leading to a desperate act of severing his possessed hand."
Army-of-Darkness_Unknown,8,INT. CASTLE COURTYARD - DAY,0.7,0.5,-0.2,"Sheila searches for her brother among Arthur's warriors, only to learn of his death in battle. Anguished, she confronts Ash, whom she blames for her brother's fate."
Army-of-Darkness_Unknown,12,EXT. CASTLE TURRET - NIGHT,0.2,0.1,0.5,"Ash stands on the castle wall, feeling apprehensive as Sheila comforts him with a cape, leading to a tender moment."
Army-of-Darkness_Unknown,13,EXT. LANDSCAPE OF CRACKED GROUND - DAY,0.3,0.2,0.4,"The scene introduces Ash and his companions riding towards Arthur's castle, showcasing their determination and readiness for battle."
Army-of-Darkness_Unknown,14,EXT. MOUNTAIN - DAY,0.5,0.3,0.1,"Ash and his companions confront the ominous swirling mist that leads to a cemetery, heightening the tension as they prepare for the unknown."
Army-of-Darkness_Unknown,16,EXT. TRAIL'S ENTRANCE TO WOODS - NIGHT,0.8,0.7,-0.5,"Ash rides through darkening woods, pursued by an evil force, creating a tense atmosphere filled with danger."
Army-of-Darkness_Unknown,20,EXT. CASTLE - NIGHT,0.5,0.2,0.1,"Ash arrives at the castle amidst excitement from the villagers, but the Wiseman reveals a troubling truth about the Necronomicon."
Army-of-Darkness_Unknown,24,EXT. VAST VISTA OF BARREN LAND - DAY,0.5,0.2,0.1,"Ash seeks help from Henry the Red against the Army of the Dead, while Evil Ash and Sheila prepare for battle."
Army-of-Darkness_Unknown,28,LONG SHOT - THE BATTLEFIELD - MORNING,0.0,0.0,0.5,Ash surveys the battlefield filled with smoking skeletons as Henry and Arthur's warriors dispose of deadite remains.
Army-of-Darkness_Unknown,29,EXT. SEASHORE - ARROWHEADS - DUSK,0.0,0.0,0.5,"The integrated army of Henry and Arthur's men fire flaming arrows towards the sea, marking a farewell to Arthur."
Army-of-Darkness_Unknown,30,INT. CASTLE COURTYARD - NIGHT,0.2,0.0,0.0,"In the castle courtyard at night, Ash contemplates his future while receiving a potion from Wiseman John."
Army-of-Darkness_Unknown,31,EXT. CAVE - DAY,0.3,0.0,0.0,"Ash prepares to sleep for centuries in a cave, sealing himself inside after igniting a powder charge."
Army-of-Darkness_Unknown,32,INT. CAVE - DAY,0.0,0.0,0.0,"Ash awakens in a cave after a long sleep, surrounded by remnants of a post-apocalyptic world."
Bad-Dreams_Unknown,0,EXT. COUNTRYSIDE - SUNSET,0.0,0.0,0.5,"Harris, a fit and handsome man, approaches a neglected Victorian house filled with young people who greet him warmly, creating an atmosphere of nostalgia and community."
Bad-Dreams_Unknown,4,EXT. UNITY HOUSE - NIGHT,0.8,0.7,-0.5,"A fire consumes Unity House, revealing a tragic scene with multiple bodies. Inspector Wasserman learns of a survivor, Cynthia, amidst the chaos."
Bad-Dreams_Unknown,5,INT. HOSPITAL EMERGENCY ROOM - NIGHT,0.9,0.8,-0.6,"Cynthia is rushed into the hospital emergency room, where medical staff desperately work to save her life amidst a flurry of activity and concern."
Bad-Dreams_Unknown,8,INT. HOSPITAL NURSE'S STATION - DAY,0.7,0.5,-0.2,"A young nurse tends to a patient named Cynthia, who is in a state of distress, leading to a chaotic scene as alarms go off."
Bad-Dreams_Unknown,9,INT. HOSPITAL PRESS CONFERENCE - DAY,0.2,0.0,0.3,A press conference reveals details about Cynthia's long coma and her upcoming transfer to a neuropsychiatric clinic.
Bad-Dreams_Unknown,12,INT. THERAPY ROOM - DAY,0.0,0.0,0.5,"Cynthia struggles with her physical therapy while Dr. Berrisford encourages her with humor, leading to a moment of connection."
Bad-Dreams_Unknown,16,INT. MEETING ROOM - DAY,0.0,0.0,0.5,"A group therapy session begins with various characters expressing their personalities, while Dr. Goldman attempts to manage the dynamics."
Bad-Dreams_Unknown,17,INT. BERRISFORD'S OFFICE - NIGHT,0.2,0.0,0.2,"Alan and Berrisford discuss the implications of Cynthia's presence in the therapy group, revealing underlying concerns about the group's dynamics."
Bad-Dreams_Unknown,20,INT. PHYSICAL THERAPY ROOM - DAY,0.0,0.0,0.5,"In a physical therapy room, Hettie distributes medication to patients, including Cynthia and Ralph, who engage in light-hearted banter about fitness and pop culture."
Bad-Dreams_Unknown,24,INT. BERRISFORD'S OFFICE - NIGHT,0.2,0.1,0.2,"Berrisford and Alan discuss a young woman's psychological state, hinting at underlying turmoil and addiction."
Bad-Dreams_Unknown,25,INT. CYNTHIA'S ROOM - NIGHT,0.4,0.3,0.1,"Cynthia takes medication while feeling restless, sensing a shadow and footsteps outside her door, creating an atmosphere of suspense."
Bad-Dreams_Unknown,26,INT. VICTOR'S APARTMENT - NIGHT,0.3,0.2,0.4,"Cynthia admires a painting of herself while Victor hints at a dark past related to Unity House, creating an unsettling atmosphere."
Bad-Dreams_Unknown,28,INT. BEDROOM - LATER THAT NIGHT,0.5,0.0,0.5,"Cynthia and Victor share an intimate moment in their bedroom, but Victor's sudden realization interrupts the passion, leading to a playful yet intense exchange about their connection."
Bad-Dreams_Unknown,32,INT. BEDROOM - NIGHT,0.7,0.6,-0.2,"Cynthia wakes up in a dark bedroom, feeling anxious and confused about Victor's absence. A sudden scare from a cat heightens her tension as she questions Victor about their relationship."
Bad-Dreams_Unknown,33,INT. ALAN'S CAR - DAY,0.4,0.2,0.1,"Cynthia and Alan arrive at an empty apartment, where Cynthia is shocked to find it devoid of furniture. The Manager's casual remarks about the previous tenants add to the unsettling atmosphere."
Bad-Dreams_Unknown,36,INT. BERRISFORD'S OFFICE - DAY,0.7,0.3,-0.2,"Wasserman confronts Cynthia and Berrisford about a case, leading to a heated argument about a deceased individual."
Bad-Dreams_Unknown,37,INT. THERAPY ROOM - DAY,0.2,0.1,0.5,"In a therapy session, Alan encourages the group to express their feelings through pillow pounding, while Cynthia remains distracted."
Bad-Dreams_Unknown,38,INT. THERAPY ROOM - DAY,0.5,0.4,-0.1,"Cynthia screams in the therapy room, startling the group, as she experiences a moment of distress."
Bad-Dreams_Unknown,40,INT. ALAN'S OFFICE - DAY,0.7,0.5,-0.2,"Cynthia recounts a traumatic event involving an explosion while Alan and others listen, revealing her emotional turmoil."
Bad-Dreams_Unknown,41,INT. LOCKER ROOM - DAY,0.6,0.4,-0.3,"Cynthia struggles with her emotions in the locker room, leading to a tense interaction with Lana and Miriam."
Bad-Dreams_Unknown,44,INT. CYNTHIA'S ROOM - NIGHT,0.7,0.6,-0.3,Cynthia is injected with a sedative while expressing her fears about a manipulative figurehead. The tension escalates as the characters react to the unsettling situation.
Bad-Dreams_Unknown,48,INT. HALLWAY - DAY,0.4,0.2,0.2,"Cynthia and Miriam attempt to escape, but their plans are interrupted by Alan's arrival, leading to a frantic chase."
Bad-Dreams_Unknown,49,INT. THERAPY ROOM - NIGHT,0.6,0.5,-0.3,"Cynthia expresses her fears about impending death, while reporters question the legitimacy of recent suicides linked to the hospital."
Bad-Dreams_Unknown,50,INT. CYNTHIA'S ROOM - NIGHT,0.8,0.7,-0.5,"Cynthia confronts the haunting presence of Harris, who urges her to join him, leading to a shocking moment when Alan enters."
Bad-Dreams_Unknown,52,INT. CONNIE'S ROOM - NIGHT,0.3,0.1,0.5,"Connie and Ed share a romantic moment in her room, while Alan confronts Cynthia about her past. The atmosphere shifts as a nurse passes by, hinting at underlying tension."
Bad-Dreams_Unknown,56,INT. HALLWAY - NIGHT,0.8,0.7,-0.5,"Cynthia is drawn into a terrifying situation as she hears voices and witnesses blood pouring from the vents, leading to her frantic search for her friends."
Bad-Dreams_Unknown,57,INT. CORRIDOR - NIGHT,0.6,0.5,-0.3,"Alan and others discuss the tragic deaths of Ed and Connie, revealing a sense of dread and urgency as Ralph decides to leave."
Bad-Dreams_Unknown,58,INT. CYNTHIA'S HOSPITAL ROOM - NIGHT,0.5,0.4,0.1,"Cynthia attempts to escape the hospital but is intercepted by Alan, who reassures her of her safety while the tension remains palpable."
Bad-Dreams_Unknown,60,INT. RALPH'S ROOM - NIGHT,0.7,0.5,-0.1,"Ralph injures his hand with a knife and interacts with a policeman and Cynthia, trying to maintain a calm facade despite the blood."
Bad-Dreams_Unknown,64,INT. CORRIDOR - NIGHT,0.7,0.5,-0.3,"Wasserman and a policeman rush to the basement where a girl is alive, but Alan is confronted with the grim reality of a patient in a pool of blood."
Bad-Dreams_Unknown,65,INT. CORRIDOR - NIGHT,0.4,0.3,0.1,"Cynthia is escorted through the hospital, appearing calm and emotionless, as she approaches the isolation room."
Bad-Dreams_Unknown,66,INT. BERRISFORD CLINIC - NEAR EXIT - NIGHT,0.5,0.2,-0.1,"Alan, furious, confronts a security guard at the clinic as he is forced to leave, expressing his disdain for Dr. Berrisford."
Bad-Dreams_Unknown,67,INT. CYNTHIA'S ROOM - NIGHT,0.8,0.6,-0.5,"Cynthia is in her room, confronted by Unity House members who encourage her to embrace death, creating a chilling atmosphere."
Bad-Dreams_Unknown,68,INT. CYNTHIA'S ROOM - NIGHT,0.6,0.4,0.2,"Cynthia, appearing distressed, contemplates a dark decision while a shadowy presence looms."
Bad-Dreams_Unknown,69,EXT. HOSPITAL - NIGHT,0.5,0.3,-0.1,"Alan, filled with frustration, confronts his emotions and a looming threat as he prepares to leave the hospital."
Bad-Dreams_Unknown,72,INT. CLINIC PHARMACY - NIGHT,0.7,0.6,-0.3,"Alan, in a state of panic, rushes into a clinic pharmacy demanding medication while displaying signs of distress and urgency."
Bad-Dreams_Unknown,76,INT. HALLWAY - NIGHT,0.7,0.5,0.2,Cynthia is rushed down a hospital hallway while Alan reassures her about the traumatic events caused by Berrisford.
Bad-Dreams_Unknown,77,INT. BERRISFORD'S HOSPITAL ROOM - DAY,0.6,0.3,-0.1,"Wasserman confronts Berrisford in his hospital room about the murders, while Berrisford defends his actions as a pursuit of knowledge."
Bad-Dreams_Unknown,80,INT. UNITY HOUSE - NIGHT,0.3,0.2,0.1,"Cynthia reflects on her past while Alan encourages her to move on. The scene shifts to a nostalgic and untouched version of the house, evoking a sense of eerie familiarity."
Blade-II_Unknown,0,EXT. COMMUNITY BLOOD BANK - NIGHT,0.2,0.1,0.0,"Jared Nomak, a pale figure in need of a fix, approaches a blood bank on a cold December night."
Blade-II_Unknown,1,INT. COMMUNITY BLOOD BANK - ENTRANCE - NIGHT,0.3,0.1,0.1,"Inside the blood bank, potential donors wait as Nomak is called by a nurse, revealing his scarred face."
Blade-II_Unknown,2,INT. COMMUNITY BLOOD BANK - HALLWAY - NIGHT,0.4,0.2,0.0,"Nomak follows the nurse into a dimly-lit hallway, where they discuss his lack of next of kin."
Blade-II_Unknown,3,INT. COMMUNITY BLOOD BANK - EXAMINING ROOM - NIGHT,0.8,0.9,-0.5,"In the examining room, Nomak's blood reveals a rare phenotype, leading to a shocking revelation about the staff's true nature."
Blade-II_Unknown,4,INT. COMMUNITY BLOOD BANK - HALLWAY - NIGHT,0.9,0.8,-0.7,"Nomak violently breaks into a blood bank, terrifying a guard with his monstrous presence."
Blade-II_Unknown,5,EXT. INNER-CITY BACK-ALLEY - NIGHT,0.8,0.5,0.0,Blade chases and eliminates vampire thugs in a high-speed pursuit through a back-alley.
Blade-II_Unknown,6,EXT. INNER-CITY - SECOND ALLEY - NIGHT,0.6,0.4,-0.2,"Jigsaw, on fire, runs through an alley, ignoring the flames as he escapes."
Blade-II_Unknown,7,EXT. NOODLE FACTORY - NIGHT,0.7,0.5,0.1,Blade decapitates Segura and takes control of a motorcycle to pursue the remaining vampires.
Blade-II_Unknown,8,EXT. STREET - NIGHT,0.8,0.6,-0.5,"Rush and Jigsaw attempt a dangerous jump over a construction gap while being pursued by Blade, leading to a fatal accident."
Blade-II_Unknown,9,EXT. FREEWAY - NIGHT,0.9,0.7,-0.6,"Rush tries to escape Blade on the freeway but suffers a devastating crash, leading to a confrontation where Blade threatens him."
Blade-II_Unknown,10,EXT. MOO-COW CREAMERY - MILK FACTORY - NIGHT,0.3,0.0,0.2,"Blade arrives at an abandoned milk factory, preparing for his next move against the vampires."
Blade-II_Unknown,11,INT. WAREHOUSE - NIGHT,0.95,0.8,-0.7,"Blade infiltrates a warehouse, swiftly dispatching vampires and discovering a man suspended in a tank, raising the stakes."
Blade-II_Unknown,12,EXT. THE CITY - NIGHT,0.3,0.2,-0.2,"Blade drives through a desolate, snow-dusted city, resembling a shadowy urban wasteland."
Blade-II_Unknown,13,INT. SCUD'S WORKSHOP - NIGHT,0.5,0.4,-0.1,"Blade arrives at Scud's workshop, where they struggle to control a rabid Whistler."
Blade-II_Unknown,14,INT. SCUD'S WORKSHOP - CELL - NIGHT,0.7,0.6,-0.3,"Blade and Scud attempt a dangerous detox on Whistler, who violently resists."
Blade-II_Unknown,15,INT. SCUD'S WORKSHOP - NIGHT,0.6,0.5,-0.2,"Blade secures Whistler in a cell, preparing for a long night of vigilance."
Blade-II_Unknown,16,EXT. CITY DUMP - DAY,0.7,0.5,-0.2,"A Wino encounters a predatory Black Kid at a city dump, leading to a tense confrontation interrupted by Whistler."
Blade-II_Unknown,17,INT. SCUD'S WORKSHOP - DAWN,0.1,0.0,0.5,"Blade wakes up in Scud's workshop, preparing to unlock the cell door in a moment of quiet anticipation."
Blade-II_Unknown,18,INT. SCUD'S WORKSHOP - CELL - DAWN,0.4,0.2,0.0,"Blade enters a dark cell to find Whistler, who is initially unresponsive until Blade speaks to him."
Blade-II_Unknown,19,INT. SCUD'S WORKSHOP - BATHROOM AREA - LATER,0.2,0.0,0.3,"Whistler cleans himself up in the bathroom, sharing a moment of camaraderie with Blade as they reconnect."
Blade-II_Unknown,20,INT. SCUD'S WORKSHOP - BACKSTORAGE AREA - DAY,0.2,0.0,0.5,Whistler checks his old equipment while Blade expresses concern about his past. Tension arises as Whistler searches for his lathe.
Blade-II_Unknown,21,INT. SCUD'S WORKSHOP - DAY,0.3,0.0,0.2,Scud works on a lathe while Whistler questions him about modifications to a car. Tension builds as Whistler confronts Scud about his past.
Blade-II_Unknown,24,EXT. BLADE AND SCUD'S WAREHOUSE - ROOFTOP - NIGHT,0.5,0.2,0.1,"Blade, Whistler, and Scud discuss their situation on a rooftop while Asad and Nyssa observe. Tension rises as helicopters approach."
Blade-II_Unknown,25,INT. JET RANGER - NIGHT,0.4,0.1,0.2,"In the helicopter, Nyssa expresses her disappointment in Blade's reputation, while Blade reveals his explosive assurance."
Blade-II_Unknown,26,EXT. HELICOPTER - NIGHT,0.6,0.3,0.0,"The helicopter lands near a facility, where Scud notices vampire marksmen aiming at them, heightening the tension."
Blade-II_Unknown,27,INT. STEEL CORRIDOR - NIGHT,0.7,0.4,0.1,"Nyssa uses a biometric scanner to open a series of doors, revealing a significant and ancient door, increasing the suspense."
Blade-II_Unknown,28,INT. DAMASKINO'S LAIR - NIGHT,0.7,0.5,0.2,"In Damaskino's lair, the characters engage in a tense conversation filled with underlying threats and hidden motives."
Blade-II_Unknown,29,INT. SCUD'S WORKSHOP - DAWN,0.5,0.3,0.1,"Blade and his companions discuss their precarious situation, revealing concerns about their enemies and Whistler's health."
Blade-II_Unknown,30,INT. MINI-MART - NIGHT,0.4,0.2,0.0,"A Korean woman at a mini-mart experiences unease as a mysterious figure, Nomak, interacts with her and her child."
Blade-II_Unknown,31,EXT. GAS STATION - NIGHT,0.6,0.4,-0.1,"The Korean woman discovers blood at an abandoned car and senses a ghostly figure lurking in the shadows, heightening her anxiety."
Blade-II_Unknown,32,INT. GAS STATION - NIGHT,0.8,0.9,-0.7,"A woman locks herself in a gas station with her child, but her sense of security is shattered when she encounters a terrifying figure and a group of menacing creatures."
Blade-II_Unknown,33,INT. SCUD'S WORKSHOP - BLADE'S SLEEPING AREA - NIGHT,0.3,0.0,0.1,"Blade prepares himself with serum in a workshop when Scud enters, hinting at an impending confrontation."
Blade-II_Unknown,34,INT. SCUD'S WORKSHOP - NIGHT,0.5,0.0,0.2,"Blade confronts a group of vampires in Scud's workshop, establishing a tense dynamic as they prepare for a mission."
Blade-II_Unknown,35,CUT TO: WHISTLER,0.6,0.0,0.1,"Whistler demonstrates the firepower of their weapons, creating a tense atmosphere as the group prepares for battle."
Blade-II_Unknown,36,EXT. ROOFTOP - NIGHT,0.6,0.4,-0.2,"Blade and his team survey a derelict city block from a rooftop, discussing the Reapers' hunting patterns. Tensions rise between Whistler and Reinhardt, but Blade intervenes."
Blade-II_Unknown,37,INT. HOUSE OF PAIN - UNDERGROUND ENTRANCE - NIGHT,0.5,0.3,-0.1,"Nyssa leads the group into a dimly lit loading area, where vampire sentries observe them. The sound of music beckons from beyond."
Blade-II_Unknown,38,INT. HOUSE OF PAIN - UNDERGROUND HALLWAY - NIGHT,0.7,0.5,-0.3,Blade and Nyssa navigate a hallway lined with surgical instruments. Nyssa warns Blade about the world he's entering as they approach a secured door.
Blade-II_Unknown,39,INT. HOUSE OF PAIN - BALLROOM - NIGHT,0.8,0.6,-0.4,"In a ballroom turned dance hall, Blade witnesses a macabre display of pain and pleasure. Nyssa explains the vampires' need for sensation as Blade navigates the unsettling environment."
Blade-II_Unknown,40,INT. OPERATIONS VAN - NIGHT,0.0,0.0,0.5,Scud monitors the Bloodpack's chatter while enjoying some hamburgers in the operations van.
Blade-II_Unknown,41,EXT. ROOFTOP - NIGHT,0.2,0.0,0.0,"Whistler prepares for his shot while dealing with a self-inflicted wound, revealing blood."
Blade-II_Unknown,42,INT. HOUSE OF PAIN - BALLROOM - NIGHT,0.3,0.0,0.1,"Blade navigates through a lively crowd, briefly connecting with Nyssa before she disappears."
Blade-II_Unknown,43,INT. HOUSE OF PAIN - DRAINAGE AREA - NIGHT,0.5,0.4,-0.2,"In a blood-soaked drainage area, ominous red eyes emerge from the darkness, heightening the tension."
Blade-II_Unknown,44,INT. HOUSE OF PAIN - KITCHEN - NIGHT,0.2,0.1,0.0,"The characters search through a dark, industrial kitchen filled with ominous equipment."
Blade-II_Unknown,45,INT. HOUSE OF PAIN - FIRST CORRIDOR - NIGHT,0.7,0.8,-0.5,"Blade encounters a fearful young woman and a corpulent vampire, leading to a tense confrontation."
Blade-II_Unknown,46,INT. HOUSE OF PAIN - BALLROOM - NIGHT,0.4,0.3,0.0,"The characters observe shadowy figures lurking in the ballroom, creating a sense of unease."
Blade-II_Unknown,47,INT. OPERATIONS VAN - NIGHT,0.5,0.4,-0.2,Scud feels unnerved in the van as he hears unsettling skittering noises outside.
Blade-II_Unknown,48,INT. HOUSE OF PAIN - FIRST CORRIDOR - NIGHT,0.5,0.3,0.1,Blade discovers a trapdoor leading to darkness while Nyssa is distracted by a mysterious figure.
Blade-II_Unknown,49,INT. OPERATIONS VAN - NIGHT,0.6,0.4,-0.1,"Scud feels relieved after checking under the van, but is suddenly attacked by a Reaper."
Blade-II_Unknown,50,INT. HOUSE OF PAIN - BALLROOM - NIGHT,0.7,0.5,-0.3,"Reapers attack Asad and others in a frenzy, causing chaos and panic among the vampires."
Blade-II_Unknown,51,INT. HOUSE OF PAIN - FIRST CORRIDOR - NIGHT,0.8,0.6,-0.5,"Blade reacts to gunfire and finds Nyssa in danger, leading to a tense confrontation with Nomak."
Blade-II_Unknown,52,INT. HOUSE OF PAIN - KITCHEN - NIGHT,0.9,0.8,-0.8,"A Reaper attacks Lighthammer in a gruesome display, draining his blood while Verlaine and Reinhardt try to escape."
Blade-II_Unknown,53,EXT. FIRE ESCAPE - NIGHT,0.85,0.7,-0.6,"Blade narrowly avoids a falling sign while Scud battles a Reaper atop a van, leading to a chaotic escape."
Blade-II_Unknown,54,INT. HOUSE OF PAIN - BALLROOM - NIGHT,0.9,0.8,-0.7,"Priest faces a relentless she-Reaper in a terrifying confrontation, struggling to fend off its attacks."
